MonsterLocationId,MonsterId,LocationId,SeasonId,WeatherId,IsMiniBoss
353,366,17,4,1,False
354,366,17,2,1,False
355,366,17,3,1,False
356,367,18,1,1,False
357,252,3,4,2,False
358,252,10,4,2,False
359,185,5,1,1,False
360,133,4,3,1,False
361,195,9,1,1,False
362,195,9,4,1,False
363,195,9,2,1,False
364,195,9,3,1,False
365,195,13,1,2,False
366,195,13,4,2,False
367,195,13,3,2,False
368,183,5,4,1,False
369,260,10,3,1,False
370,141,6,1,1,False
371,272,5,3,1,False
372,272,12,1,2,False
373,272,12,2,2,False
374,272,12,3,2,False
375,211,11,1,1,False
376,211,11,4,1,False
377,211,11,2,1,False
378,211,11,3,1,False
379,129,12,1,1,False
380,129,12,4,1,False
381,129,12,2,1,False
382,129,12,3,1,False
383,220,10,4,2,False
384,220,14,4,2,False
385,114,4,3,1,False
386,189,5,3,1,False
387,305,18,1,1,False
388,305,18,4,1,False
389,305,18,2,1,False
390,305,18,3,1,False
391,305,12,3,1,False
392,305,12,4,1,False
393,306,10,1,1,False
394,306,10,4,1,False
395,306,10,2,1,False
396,306,10,3,1,False
397,306,11,1,1,False
398,306,11,4,1,False
399,306,11,2,1,False
400,306,11,3,1,False
401,306,12,1,1,False
402,306,12,4,1,False
403,306,12,2,1,False
404,306,12,3,1,False
405,306,18,1,1,False
406,306,18,4,1,False
407,306,18,2,1,False
408,306,18,3,1,False
409,111,10,3,1,False
410,386,12,1,2,False
411,386,12,4,2,False
412,386,12,2,2,False
413,386,12,3,2,False
414,389,9,1,1,False
415,389,9,4,1,False
416,389,9,2,1,False
417,389,9,3,1,False
418,389,13,2,2,False
419,391,17,4,1,False
420,394,9,1,1,False
421,394,9,4,1,False
422,394,9,2,1,False
423,394,9,3,1,False
424,569,14,1,1,False
425,569,14,4,1,False
426,569,14,2,1,False
427,569,14,3,1,False
428,397,13,1,1,False
429,397,13,4,1,False
430,397,13,2,1,False
431,397,13,3,1,False
432,397,14,1,1,False
433,397,14,4,1,False
434,397,14,2,1,False
435,397,14,3,1,False
436,397,17,1,1,False
437,397,17,4,1,False
438,397,17,2,1,False
439,397,17,3,1,False
440,397,19,1,1,False
441,397,19,4,1,False
442,397,19,2,1,False
443,397,19,3,1,False
444,397,18,1,1,False
445,397,18,4,1,False
446,397,18,2,1,False
447,397,18,3,1,False
448,398,12,1,1,True
449,398,12,4,1,True
450,398,12,2,1,True
451,398,12,3,1,True
452,570,13,2,1,False
453,604,14,3,1,False
454,402,11,1,1,True
455,402,11,4,1,True
456,402,11,2,1,True
457,402,11,3,1,True
458,405,13,2,1,False
459,405,18,2,1,False
460,407,18,1,1,False
461,407,18,4,1,False
462,407,18,2,1,False
463,407,18,3,1,False
464,408,13,4,1,False
465,408,18,4,1,False
466,199,12,1,1,False
467,199,12,4,1,False
468,199,12,2,1,False
469,199,12,3,1,False
470,128,4,1,1,False
471,128,4,4,1,False
472,128,4,2,1,False
473,128,4,3,1,False
474,128,5,1,1,False
475,128,5,4,1,False
476,128,5,2,1,False
477,128,5,3,1,False
478,130,4,1,1,False
479,130,11,1,1,False
480,130,11,4,1,False
481,130,11,2,1,False
482,130,11,3,1,False
483,235,5,1,1,False
484,158,4,1,1,False
485,158,6,1,1,False
486,158,12,1,2,False
487,168,5,1,1,False
488,168,5,4,1,False
489,168,5,2,1,False
490,168,5,3,1,False
491,203,4,2,1,False
492,203,11,1,1,False
493,203,11,4,1,False
494,203,11,2,1,False
495,203,11,3,1,False
496,262,10,1,1,False
497,262,10,4,1,False
498,262,10,2,1,False
499,262,10,3,1,False
500,170,10,1,1,False
501,170,10,4,1,False
502,170,10,2,1,False
503,170,10,3,1,False
504,182,19,1,1,False
505,320,9,1,1,False
506,320,9,4,1,False
507,144,9,1,1,False
508,144,9,4,1,False
509,144,9,2,1,False
510,144,9,3,1,False
511,292,12,1,1,False
512,292,12,4,1,False
513,292,12,2,1,False
514,292,12,3,1,False
515,307,13,1,1,False
516,307,13,4,1,False
517,307,13,2,1,False
518,307,13,3,1,False
519,307,14,1,1,False
520,307,14,4,1,False
521,307,14,2,1,False
522,307,14,3,1,False
523,307,19,1,1,False
524,307,19,4,1,False
525,307,19,2,1,False
526,307,19,3,1,False
527,180,11,1,1,False
528,180,11,4,1,False
529,180,11,2,1,False
530,180,11,3,1,False
531,553,10,1,1,True
532,553,10,4,1,True
533,553,10,2,1,True
534,553,10,3,1,True
535,580,19,2,1,False
540,418,12,1,2,False
541,419,11,2,1,False
542,419,17,2,1,False
543,424,13,4,1,False
544,424,19,4,1,False
545,425,13,3,1,False
546,425,19,2,1,False
547,427,17,1,1,False
548,427,17,4,1,False
549,427,17,2,1,False
550,427,17,3,1,False
551,428,13,1,1,False
552,428,17,1,1,False
553,626,9,1,1,True
554,626,9,4,1,True
555,626,9,2,1,True
556,626,9,3,1,True
557,431,13,1,1,True
558,431,13,4,1,True
559,431,13,2,1,True
560,431,13,3,1,True
561,433,18,1,2,False
562,433,18,4,2,False
563,433,18,2,2,False
564,433,18,3,2,False
565,435,13,1,1,False
566,154,6,1,2,False
567,154,6,4,2,False
568,154,6,2,2,False
569,154,6,3,2,False
570,154,8,1,1,False
571,154,8,4,1,False
572,154,8,2,1,False
573,154,8,3,1,False
574,154,19,1,2,False
575,154,19,4,2,False
576,154,19,2,2,False
577,140,6,1,2,False
578,140,6,4,2,False
579,140,6,2,2,False
580,140,8,1,2,False
581,140,8,4,2,False
582,140,8,2,2,False
583,115,8,1,1,False
584,229,6,3,1,False
585,229,6,4,1,False
586,229,8,4,1,False
587,164,4,1,2,False
588,164,4,4,2,False
589,164,4,2,2,False
590,164,11,1,2,False
591,164,11,4,2,False
592,164,11,2,2,False
593,196,6,1,1,False
594,196,6,4,1,False
595,196,6,2,1,False
596,196,6,3,1,False
597,196,8,1,1,False
598,196,8,4,1,False
599,196,8,2,1,False
600,196,8,3,1,False
601,196,19,3,2,False
602,188,14,1,2,False
603,188,14,2,2,False
604,188,14,3,2,False
605,148,5,1,1,False
606,121,11,1,2,False
607,121,11,4,2,False
608,121,11,2,2,False
609,121,17,1,2,False
610,121,17,4,2,False
611,121,17,2,2,False
612,155,8,1,1,False
613,131,9,1,1,False
614,131,9,4,1,False
615,131,9,2,1,False
616,131,9,3,1,False
617,131,13,1,1,False
618,131,13,4,1,False
619,131,13,2,1,False
620,131,13,3,1,False
621,131,11,1,1,False
622,131,11,4,1,False
623,131,11,2,1,False
624,131,11,3,1,False
625,131,17,1,1,False
626,131,17,4,1,False
627,131,17,2,1,False
628,131,17,3,1,False
629,131,14,1,1,False
630,131,14,4,1,False
631,131,14,2,1,False
632,131,14,3,1,False
633,131,12,1,1,False
634,131,12,4,1,False
635,131,12,2,1,False
636,131,12,3,1,False
637,131,8,1,1,False
638,131,8,4,1,False
639,131,8,2,1,False
640,131,8,3,1,False
641,136,19,1,1,False
642,136,19,4,1,False
643,136,19,2,1,False
644,136,19,3,1,False
645,136,8,1,1,False
646,136,8,4,1,False
647,136,8,2,1,False
648,136,8,3,1,False
649,308,19,3,2,False
650,308,8,3,2,False
651,441,19,1,2,False
652,441,19,4,2,False
653,441,19,2,2,False
654,156,19,1,1,False
655,156,19,4,1,False
656,156,19,2,1,False
657,156,19,3,1,False
658,316,6,1,1,True
659,316,6,4,1,True
660,316,6,2,1,True
661,316,6,3,1,True
662,309,10,1,1,False
663,309,10,4,1,False
664,309,10,2,1,False
665,309,10,3,1,False
666,309,14,1,1,False
667,309,14,4,1,False
668,309,14,2,1,False
669,309,14,3,1,False
670,309,19,1,1,False
671,309,19,4,1,False
672,309,19,2,1,False
673,309,19,3,1,False
674,174,10,1,2,False
675,174,10,2,2,False
676,174,10,3,2,False
677,174,14,1,2,False
678,174,14,2,2,False
679,174,14,3,2,False
680,281,11,4,1,False
681,281,14,4,2,False
682,281,12,4,2,False
683,443,9,1,1,False
684,443,11,1,1,False
685,443,17,1,1,False
686,446,12,1,1,False
687,446,12,4,1,False
688,446,12,2,1,False
689,446,12,3,1,False
690,447,9,4,1,False
691,447,11,4,1,False
692,447,17,4,1,False
693,447,14,4,2,False
694,448,11,3,1,False
695,448,17,3,1,False
696,449,14,4,2,False
697,301,9,1,1,False
698,301,9,4,1,False
699,301,9,2,1,False
700,301,9,3,1,False
701,301,13,1,1,False
702,301,13,4,1,False
703,301,13,2,1,False
704,301,13,3,1,False
705,301,11,1,1,False
706,301,11,4,1,False
707,301,11,2,1,False
708,301,11,3,1,False
709,301,17,1,1,False
710,301,17,4,1,False
711,301,17,2,1,False
712,301,17,3,1,False
713,301,14,1,1,False
714,301,14,4,1,False
715,301,14,2,1,False
716,301,14,3,1,False
717,301,18,1,1,False
718,301,18,4,1,False
719,301,18,2,1,False
720,301,18,3,1,False
721,301,19,1,1,False
722,301,19,4,1,False
723,301,19,2,1,False
724,301,19,3,1,False
725,451,14,2,1,False
726,453,18,1,1,False
727,453,18,4,1,False
728,453,18,2,1,False
729,453,18,3,1,False
730,459,19,3,2,False
731,594,13,2,2,False
732,190,4,1,2,False
733,190,4,4,2,False
734,190,4,2,2,False
735,190,11,1,2,False
736,190,11,4,2,False
737,190,11,2,2,False
738,190,17,1,2,False
739,190,17,4,2,False
740,190,17,2,2,False
741,149,4,1,1,False
742,149,4,4,1,False
743,149,4,2,1,False
744,149,4,3,1,False
745,149,5,1,1,False
746,149,5,4,1,False
747,149,5,2,1,False
748,149,5,3,1,False
749,149,6,1,1,False
750,149,6,4,1,False
751,149,6,2,1,False
752,149,6,3,1,False
753,194,5,1,2,False
754,194,5,4,2,False
755,194,5,2,2,False
756,194,5,3,2,False
757,194,12,4,2,False
758,194,18,1,2,False
759,194,18,4,2,False
760,194,18,2,2,False
761,194,18,3,2,False
762,259,1,4,2,False
763,191,5,1,1,False
764,191,5,4,1,False
765,191,5,2,1,False
766,191,5,3,1,False
767,271,5,1,2,False
768,271,5,4,2,False
769,271,5,2,2,False
770,271,5,3,2,False
771,271,12,4,2,False
772,132,6,1,1,False
773,132,6,4,1,False
774,132,6,2,1,False
775,132,6,3,1,False
776,132,8,1,1,False
777,132,8,4,1,False
778,132,8,2,1,False
779,132,8,3,1,False
780,132,19,1,1,False
781,132,19,4,1,False
782,132,19,2,1,False
783,132,19,3,1,False
784,283,10,4,1,False
785,314,1,1,1,True
786,314,1,4,1,True
787,314,1,2,1,True
788,314,1,3,1,True
789,176,10,1,1,False
790,469,11,1,2,False
791,469,11,4,2,False
792,469,11,2,2,False
793,469,17,1,2,False
794,469,17,4,2,False
795,469,17,2,2,False
796,287,13,3,1,False
797,287,18,3,1,False
798,287,19,3,1,False
799,295,14,1,1,False
800,295,14,4,1,False
801,295,14,2,1,False
802,295,14,3,1,False
803,288,9,3,1,False
804,288,8,3,1,False
805,288,19,3,1,False
806,117,14,1,1,False
807,117,14,4,1,False
808,117,14,2,1,False
809,117,14,3,1,False
810,117,8,1,1,False
811,117,8,4,1,False
812,117,8,2,1,False
813,117,8,3,1,False
814,297,17,3,2,False
815,297,14,1,1,False
816,297,14,4,1,False
817,297,14,2,1,False
818,297,14,3,1,False
819,297,19,1,1,False
820,297,19,4,1,False
821,297,19,2,1,False
822,297,19,3,1,False
823,474,9,1,1,False
824,474,9,4,1,False
825,474,9,2,1,False
826,474,9,3,1,False
827,474,13,2,2,False
828,475,9,4,1,False
829,475,18,4,1,False
830,478,8,1,1,True
831,478,8,4,1,True
832,478,8,2,1,True
833,478,8,3,1,True
834,481,18,1,1,False
835,481,18,4,1,False
836,481,18,2,1,False
837,481,18,3,1,False
838,485,19,1,1,False
839,485,19,4,1,False
840,485,19,2,1,False
841,485,19,3,1,False
842,493,14,1,1,True
843,493,14,4,1,True
844,493,14,2,1,True
845,493,14,3,1,True
846,223,4,3,2,False
847,223,11,3,2,False
848,223,17,3,2,False
849,165,5,1,1,False
850,165,5,4,1,False
851,165,5,2,1,False
852,165,5,3,1,False
853,238,2,1,2,False
854,238,2,4,2,False
855,238,2,3,2,False
856,238,9,1,2,False
857,238,9,4,2,False
858,238,9,3,2,False
859,166,4,2,1,False
860,166,11,3,2,False
861,166,17,3,2,False
862,166,8,2,1,False
863,273,6,3,1,False
864,273,8,3,1,False
865,247,4,3,2,False
866,247,11,3,2,False
867,160,3,1,2,False
868,160,3,2,2,False
869,160,3,3,2,False
870,160,10,1,2,False
871,160,10,2,2,False
872,160,10,3,2,False
873,226,6,1,1,False
874,226,6,4,1,False
875,226,6,2,1,False
876,226,6,3,1,False
877,234,10,2,1,False
878,234,14,2,1,False
879,234,5,2,1,False
880,234,6,2,1,False
881,201,9,3,1,False
882,207,17,3,2,False
883,173,6,2,1,False
884,173,8,2,1,False
885,310,9,2,1,False
886,146,9,1,2,False
887,146,9,4,2,False
888,146,9,3,2,False
889,146,13,1,2,False
890,146,13,4,2,False
891,146,13,3,2,False
892,293,17,3,2,False
893,311,14,1,1,False
894,311,14,4,1,False
895,311,14,2,1,False
896,311,14,3,1,False
897,284,9,1,2,False
898,284,9,4,2,False
899,284,9,3,2,False
900,286,4,1,1,True
901,286,4,4,1,True
902,286,4,2,1,True
903,286,4,3,1,True
904,507,12,4,2,False
905,507,18,1,2,False
906,507,18,4,2,False
907,507,18,2,2,False
908,507,18,3,2,False
909,508,13,1,2,False
910,508,13,4,2,False
911,508,13,3,2,False
912,510,11,3,2,False
913,510,17,3,2,False
914,512,13,1,2,False
915,512,13,4,2,False
916,512,13,3,2,False
917,512,14,1,1,False
918,513,12,1,1,False
919,513,12,4,1,False
920,513,12,2,1,False
921,513,12,3,1,False
922,514,14,3,1,False
923,518,13,1,2,False
924,518,13,4,2,False
925,518,13,3,2,False
926,520,18,2,1,False
927,415,18,1,1,False
928,415,18,4,1,False
929,415,18,2,1,False
930,415,18,3,1,False
931,230,20,1,1,False
932,230,20,1,2,False
933,230,20,2,1,False
934,230,20,2,2,False
935,230,20,3,1,False
936,230,20,3,2,False
937,230,20,4,1,False
938,230,20,4,2,False
939,323,21,1,1,False
940,323,21,1,2,False
941,323,21,2,1,False
942,323,21,2,2,False
943,323,21,3,1,False
944,323,21,3,2,False
945,323,21,4,1,False
946,323,21,4,2,False
947,323,22,1,1,False
948,323,22,1,2,False
949,323,22,2,1,False
950,323,22,2,2,False
951,323,22,3,1,False
952,323,22,3,2,False
953,323,22,4,1,False
954,323,22,4,2,False
955,323,23,1,1,False
956,323,23,1,2,False
957,323,23,2,1,False
958,323,23,2,2,False
959,323,23,3,1,False
960,323,23,3,2,False
961,323,23,4,1,False
962,323,23,4,2,False
965,323,24,1,1,False
966,323,24,2,1,False
967,323,24,3,1,False
968,323,24,4,1,False
969,336,25,1,1,False
970,336,25,2,1,False
971,336,25,3,1,False
972,336,25,4,1,False
973,338,22,1,1,False
974,338,22,2,1,False
975,338,22,3,1,False
976,338,22,4,1,False
977,338,26,1,1,False
978,338,26,2,1,False
979,338,26,3,1,False
980,338,26,4,1,False
981,338,27,1,1,False
982,338,27,2,1,False
983,338,27,3,1,False
984,338,27,4,1,False
985,138,28,1,1,False
986,138,28,2,1,False
987,138,28,3,1,False
988,138,28,4,1,False
989,355,23,1,1,False
990,355,23,2,1,False
991,355,23,3,1,False
992,355,23,4,1,False
993,355,29,1,1,False
994,355,29,2,1,False
995,355,29,3,1,False
996,355,29,4,1,False
997,299,24,1,1,False
998,299,24,2,1,False
999,299,24,3,1,False
1000,299,24,4,1,False
1001,299,27,1,1,False
1002,299,27,2,1,False
1003,299,27,3,1,False
1004,299,27,4,1,False
1005,299,29,1,1,False
1006,299,29,2,1,False
1007,299,29,3,1,False
1008,299,29,4,1,False
1009,358,30,1,1,False
1010,358,30,2,1,False
1011,358,30,3,1,False
1012,358,30,4,1,False
1013,364,22,1,1,False
1014,364,22,2,1,False
1015,364,22,3,1,False
1016,364,22,4,1,False
1017,211,28,1,1,False
1018,211,28,2,1,False
1019,211,28,3,1,False
1020,211,28,4,1,False
1021,305,31,1,1,False
1022,305,31,2,1,False
1023,305,31,3,1,False
1024,305,31,4,1,False
1025,407,31,1,1,False
1026,407,31,2,1,False
1027,407,31,3,1,False
1028,407,31,4,1,False
1029,168,20,1,1,False
1030,168,20,2,1,False
1031,168,20,3,1,False
1032,168,20,4,1,False
1033,203,28,1,1,False
1034,203,28,2,1,False
1035,203,28,3,1,False
1036,203,28,4,1,False
1037,262,32,1,1,False
1038,262,32,2,1,False
1039,262,32,3,1,False
1040,262,32,4,1,False
1041,262,23,1,1,False
1042,262,23,2,1,False
1043,262,23,3,1,False
1044,262,23,4,1,False
1045,320,21,1,1,False
1046,320,21,2,1,False
1047,320,21,3,1,False
1048,320,21,4,1,False
1049,292,29,1,1,False
1050,292,29,2,1,False
1051,292,29,3,1,False
1052,292,29,4,1,False
1053,180,21,1,1,False
1054,180,21,2,1,False
1055,180,21,3,1,False
1056,180,21,4,1,False
1057,180,23,1,1,False
1058,180,23,2,1,False
1059,180,23,3,1,False
1060,180,23,4,1,False
1061,424,27,1,1,False
1062,424,27,2,1,False
1063,424,27,3,1,False
1064,424,27,4,1,False
1065,551,22,1,1,False
1066,551,22,2,1,False
1067,551,22,3,1,False
1068,551,22,4,1,False
1069,154,24,1,1,False
1070,154,24,2,1,False
1071,154,24,3,1,False
1072,154,24,4,1,False
1073,154,33,1,1,False
1074,154,33,2,1,False
1075,154,33,3,1,False
1076,154,33,4,1,False
1077,188,32,1,1,False
1078,188,32,2,1,False
1079,188,32,3,1,False
1080,188,32,4,1,False
1081,188,23,1,1,False
1082,188,23,2,1,False
1083,188,23,3,1,False
1084,188,23,4,1,False
1085,131,21,1,1,False
1086,131,21,2,1,False
1087,131,21,3,1,False
1088,131,21,4,1,False
1089,131,28,1,1,False
1090,131,28,2,1,False
1091,131,28,3,1,False
1092,131,28,4,1,False
1093,131,23,1,1,False
1094,131,23,2,1,False
1095,131,23,3,1,False
1096,131,23,4,1,False
1097,131,34,1,1,False
1098,131,34,2,1,False
1099,131,34,3,1,False
1100,131,34,4,1,False
1101,131,25,1,1,False
1102,131,25,2,1,False
1103,131,25,3,1,False
1104,131,25,4,1,False
1105,131,30,1,1,False
1106,131,30,2,1,False
1107,131,30,3,1,False
1108,131,30,4,1,False
1109,131,24,1,1,False
1110,131,24,2,1,False
1111,131,24,3,1,False
1112,131,24,4,1,False
1113,131,27,1,1,False
1114,131,27,2,1,False
1115,131,27,3,1,False
1116,131,27,4,1,False
1117,131,29,1,1,False
1118,131,29,2,1,False
1119,131,29,3,1,False
1120,131,29,4,1,False
1121,219,35,1,1,False
1122,219,35,2,1,False
1123,219,35,3,1,False
1124,219,35,4,1,False
1125,219,36,1,1,False
1126,219,36,2,1,False
1127,219,36,3,1,False
1128,219,36,4,1,False
1129,219,30,1,1,False
1130,219,30,2,1,False
1131,219,30,3,1,False
1132,219,30,4,1,False
1133,136,27,1,1,False
1134,136,27,2,1,False
1135,136,27,3,1,False
1136,136,27,4,1,False
1137,309,23,1,1,False
1138,309,23,2,1,False
1139,309,23,3,1,False
1140,309,23,4,1,False
1141,281,34,1,1,False
1142,281,34,2,1,False
1143,281,34,3,1,False
1144,281,34,4,1,False
1145,446,29,1,1,False
1146,446,29,2,1,False
1147,446,29,3,1,False
1148,446,29,4,1,False
1149,447,34,1,1,False
1150,447,34,2,1,False
1151,447,34,3,1,False
1152,447,34,4,1,False
1153,301,21,1,1,False
